,Customer_Age,Dependent_count,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Attrition_Flag,Gender,Education_Level,Marital_Status,Income_Category,Card_Category,Key,Y
5319,49.0,1.0,38.0,5.0,2.0,2.0,5481.0,0.0,5481.0,0.784,3380.0,73.0,0.78,0.0,Existing Customer,F,Graduate,Married,$40K - $60K,Blue,5320,0.99989
5320,40.0,4.0,25.0,4.0,1.0,1.0,2129.0,1507.0,622.0,0.636,3655.0,70.0,0.667,0.708,Existing Customer,F,Unknown,Single,Less than $40K,Blue,5321,0.9999600000000001
5321,40.0,3.0,27.0,6.0,2.0,4.0,9026.0,2312.0,6714.0,0.561,2229.0,37.0,0.762,0.256,Existing Customer,M,Unknown,Married,$60K - $80K,Blue,5322,0.9996299999999999
5322,48.0,2.0,43.0,5.0,2.0,2.0,1761.0,1249.0,512.0,0.9359999999999999,4410.0,73.0,0.622,0.7090000000000001,Existing Customer,M,Unknown,Unknown,$40K - $60K,Blue,5323,0.99987
5323,60.0,1.0,36.0,1.0,3.0,4.0,3316.0,0.0,3316.0,0.37200000000000005,1684.0,19.0,0.188,0.0,Attrited Customer,M,Uneducated,Married,Less than $40K,Blue,5324,0.002003
5324,50.0,1.0,46.0,6.0,4.0,3.0,1970.0,1477.0,493.0,0.662,2493.0,44.0,0.5710000000000001,0.75,Attrited Customer,F,Doctorate,Single,Unknown,Blue,5325,0.002009
5325,46.0,4.0,41.0,6.0,3.0,1.0,1438.3,0.0,1438.3,0.9209999999999999,4200.0,86.0,0.536,0.0,Existing Customer,F,High School,Married,Less than $40K,Blue,5326,0.99989
5326,35.0,3.0,29.0,3.0,3.0,1.0,2278.0,1303.0,975.0,0.645,5101.0,76.0,0.617,0.5720000000000001,Existing Customer,F,Uneducated,Married,Unknown,Blue,5327,0.9998799999999999
5327,65.0,1.0,56.0,6.0,2.0,4.0,13364.0,1318.0,12046.0,1.063,4548.0,54.0,0.862,0.099,Existing Customer,M,Unknown,Single,$40K - $60K,Blue,5328,0.99966
5328,52.0,3.0,36.0,5.0,2.0,2.0,2801.0,2467.0,334.0,0.701,4926.0,90.0,0.731,0.8809999999999999,Existing Customer,M,Graduate,Single,$60K - $80K,Blue,5329,0.9998799999999999
5329,44.0,2.0,36.0,6.0,3.0,1.0,28292.0,0.0,28292.0,0.542,3948.0,60.0,0.5379999999999999,0.0,Existing Customer,M,Graduate,Single,Unknown,Blue,5330,0.99989
5330,35.0,4.0,31.0,3.0,3.0,4.0,2933.0,1011.0,1922.0,0.8140000000000001,5089.0,71.0,0.868,0.345,Existing Customer,F,College,Married,Less than $40K,Blue,5331,0.9994700000000001
5331,45.0,3.0,36.0,6.0,3.0,2.0,21630.0,0.0,21630.0,0.804,4584.0,84.0,0.75,0.0,Existing Customer,M,Graduate,Married,$80K - $120K,Blue,5332,0.9998100000000001
5332,56.0,1.0,45.0,4.0,1.0,2.0,3132.0,2230.0,902.0,0.78,4412.0,73.0,0.659,0.7120000000000001,Existing Customer,F,Unknown,Married,Less than $40K,Blue,5333,0.9999399999999999
5333,50.0,1.0,43.0,4.0,3.0,4.0,2961.0,2048.0,913.0,0.9129999999999999,4056.0,92.0,0.769,0.6920000000000001,Existing Customer,F,High School,Married,$40K - $60K,Blue,5334,0.9995299999999999
5334,52.0,3.0,39.0,3.0,3.0,2.0,4173.0,1771.0,2402.0,0.711,2554.0,47.0,0.516,0.424,Attrited Customer,F,Graduate,Married,Unknown,Blue,5335,0.00533
5335,37.0,1.0,28.0,4.0,3.0,2.0,2458.0,642.0,1816.0,0.6659999999999999,4627.0,90.0,0.698,0.261,Existing Customer,F,High School,Single,Unknown,Blue,5336,0.99984
5336,44.0,2.0,36.0,5.0,3.0,4.0,12229.0,997.0,11232.0,0.8109999999999999,4284.0,75.0,0.596,0.08199999999999999,Existing Customer,M,College,Married,$60K - $80K,Blue,5337,0.9995
5337,35.0,3.0,21.0,3.0,1.0,1.0,2272.0,604.0,1668.0,0.987,4614.0,75.0,0.9740000000000001,0.266,Existing Customer,F,Graduate,Married,Less than $40K,Blue,5338,0.99997
5338,42.0,4.0,37.0,3.0,2.0,4.0,6953.0,1445.0,5508.0,0.591,3700.0,80.0,0.569,0.20800000000000002,Existing Customer,M,Uneducated,Married,$120K +,Blue,5339,0.99965
5339,48.0,4.0,37.0,3.0,6.0,2.0,1792.0,933.0,859.0,0.821,4120.0,78.0,0.773,0.521,Existing Customer,F,College,Married,$40K - $60K,Blue,5340,0.9998600000000001
5340,47.0,4.0,36.0,3.0,2.0,2.0,2765.0,901.0,1864.0,0.898,4990.0,80.0,0.905,0.326,Existing Customer,F,Doctorate,Single,Less than $40K,Blue,5341,0.9998299999999999
5341,43.0,4.0,29.0,6.0,2.0,3.0,2895.0,0.0,2895.0,0.6629999999999999,2473.0,42.0,0.273,0.0,Attrited Customer,F,Unknown,Married,Less than $40K,Blue,5342,0.00451007
5342,39.0,1.0,34.0,3.0,1.0,4.0,6904.0,1148.0,5756.0,0.649,3485.0,84.0,0.615,0.166,Existing Customer,F,Uneducated,Single,Less than $40K,Blue,5343,0.99985
5343,39.0,2.0,30.0,5.0,3.0,3.0,2220.0,0.0,2220.0,0.872,2859.0,55.0,0.833,0.0,Attrited Customer,M,High School,Married,$40K - $60K,Blue,5344,0.00338788
5344,48.0,3.0,34.0,5.0,2.0,2.0,1495.0,0.0,1495.0,0.802,3878.0,63.0,0.703,0.0,Existing Customer,F,High School,Married,Less than $40K,Blue,5345,0.99989
5345,42.0,5.0,37.0,5.0,2.0,3.0,2541.0,1398.0,1143.0,0.635,4698.0,88.0,0.833,0.55,Existing Customer,F,Unknown,Married,Less than $40K,Blue,5346,0.9997799999999999
5346,34.0,3.0,19.0,6.0,1.0,2.0,7531.0,0.0,7531.0,1.0070000000000001,3833.0,71.0,0.578,0.0,Existing Customer,F,Graduate,Single,Unknown,Blue,5347,0.9999399999999999
5347,47.0,4.0,29.0,5.0,2.0,1.0,8644.0,1391.0,7253.0,0.8959999999999999,4272.0,59.0,0.6859999999999999,0.161,Existing Customer,F,Post-Graduate,Unknown,Unknown,Blue,5348,0.99992
5348,43.0,4.0,36.0,6.0,3.0,1.0,1531.0,0.0,1531.0,0.7040000000000001,4152.0,77.0,0.54,0.0,Existing Customer,F,College,Single,$40K - $60K,Blue,5349,0.99989
5349,50.0,2.0,32.0,3.0,3.0,4.0,2884.0,2104.0,780.0,0.857,4486.0,93.0,0.86,0.73,Existing Customer,F,Graduate,Married,Less than $40K,Blue,5350,0.9994799999999999
5350,55.0,2.0,36.0,4.0,3.0,2.0,10241.0,1545.0,8696.0,0.581,2513.0,47.0,0.424,0.151,Attrited Customer,F,Unknown,Single,Unknown,Blue,5351,0.00503
5351,50.0,1.0,38.0,3.0,1.0,4.0,4182.0,0.0,4182.0,0.853,4693.0,82.0,0.608,0.0,Existing Customer,F,Post-Graduate,Single,$40K - $60K,Blue,5352,0.9998299999999999
5352,44.0,1.0,25.0,3.0,2.0,4.0,3101.0,0.0,3101.0,0.66,2512.0,37.0,0.37,0.0,Attrited Customer,F,Graduate,Single,Less than $40K,Blue,5353,0.00325077
5353,54.0,3.0,36.0,5.0,4.0,2.0,4542.0,1355.0,3187.0,0.48,4011.0,70.0,0.556,0.298,Existing Customer,F,Uneducated,Single,Less than $40K,Blue,5354,0.99977
5354,40.0,3.0,22.0,4.0,2.0,4.0,3372.0,2517.0,855.0,0.7290000000000001,4209.0,72.0,0.7559999999999999,0.746,Existing Customer,F,College,Single,Less than $40K,Blue,5355,0.9996700000000001
5355,40.0,2.0,36.0,3.0,1.0,2.0,3099.0,0.0,3099.0,0.72,3622.0,75.0,0.667,0.0,Existing Customer,M,Graduate,Divorced,$60K - $80K,Blue,5356,0.9999399999999999
5356,41.0,3.0,31.0,3.0,1.0,2.0,2416.0,1305.0,1111.0,0.93,4163.0,73.0,0.698,0.54,Existing Customer,F,High School,Divorced,Unknown,Blue,5357,0.9999399999999999
5357,52.0,2.0,48.0,3.0,2.0,4.0,5299.0,578.0,4721.0,0.9309999999999999,4509.0,79.0,0.7170000000000001,0.109,Existing Customer,F,Uneducated,Married,Less than $40K,Blue,5358,0.99966
5358,41.0,4.0,35.0,3.0,1.0,4.0,2138.0,1283.0,855.0,0.645,4785.0,85.0,0.518,0.6,Existing Customer,F,Graduate,Single,Less than $40K,Blue,5359,0.9998299999999999
5359,47.0,1.0,35.0,6.0,2.0,4.0,1850.0,896.0,954.0,0.7240000000000001,2613.0,41.0,0.708,0.484,Attrited Customer,F,Unknown,Married,Less than $40K,Blue,5360,0.00295827
5360,53.0,1.0,35.0,4.0,3.0,3.0,3585.0,0.0,3585.0,0.782,4806.0,81.0,0.653,0.0,Existing Customer,F,College,Unknown,$40K - $60K,Blue,5361,0.99972
5361,48.0,4.0,32.0,6.0,1.0,3.0,2690.0,1903.0,787.0,0.8240000000000001,4567.0,81.0,0.8,0.7070000000000001,Existing Customer,F,Uneducated,Married,$40K - $60K,Blue,5362,0.9999
5362,62.0,0.0,56.0,5.0,3.0,2.0,29100.0,1228.0,27872.0,0.722,5041.0,74.0,0.805,0.042,Existing Customer,M,Graduate,Unknown,$80K - $120K,Blue,5363,0.99985
5363,59.0,2.0,53.0,4.0,5.0,4.0,2699.0,2422.0,277.0,0.773,2599.0,43.0,0.433,0.897,Attrited Customer,M,Uneducated,Single,$40K - $60K,Blue,5364,0.00168378
5364,41.0,3.0,35.0,6.0,2.0,1.0,8376.0,1165.0,7211.0,0.888,4142.0,67.0,0.634,0.139,Existing Customer,M,High School,Married,$80K - $120K,Blue,5365,0.9999299999999999
5365,50.0,3.0,39.0,4.0,3.0,1.0,13509.0,2060.0,11449.0,0.7290000000000001,3702.0,64.0,0.8290000000000001,0.152,Existing Customer,M,Unknown,Single,$40K - $60K,Blue,5366,0.9998799999999999
5366,38.0,3.0,36.0,4.0,2.0,4.0,2396.0,2217.0,179.0,0.978,4593.0,74.0,0.721,0.925,Existing Customer,F,Graduate,Married,Less than $40K,Blue,5367,0.99966
5367,50.0,1.0,36.0,5.0,3.0,3.0,18964.0,2207.0,16757.0,0.625,3835.0,78.0,0.625,0.11599999999999999,Existing Customer,M,Doctorate,Married,$80K - $120K,Blue,5368,0.99959
5368,40.0,5.0,30.0,3.0,2.0,2.0,2114.0,1618.0,496.0,0.664,4518.0,88.0,0.6920000000000001,0.765,Existing Customer,F,Graduate,Married,Less than $40K,Blue,5369,0.9998799999999999
5369,39.0,4.0,36.0,5.0,3.0,4.0,1623.0,729.0,894.0,0.8859999999999999,4423.0,65.0,0.8059999999999999,0.449,Existing Customer,F,Uneducated,Single,Less than $40K,Blue,5370,0.99944
5370,40.0,1.0,30.0,6.0,2.0,1.0,2579.0,1959.0,620.0,0.618,4300.0,69.0,0.6829999999999999,0.76,Existing Customer,F,High School,Divorced,Less than $40K,Blue,5371,0.9999399999999999
5371,41.0,4.0,34.0,5.0,2.0,4.0,5045.0,2080.0,2965.0,0.738,2042.0,40.0,0.48100000000000004,0.41200000000000003,Attrited Customer,M,Graduate,Single,$60K - $80K,Blue,5372,0.0029104
5372,35.0,0.0,36.0,4.0,3.0,4.0,2089.0,0.0,2089.0,0.871,2707.0,51.0,0.5,0.0,Attrited Customer,F,Graduate,Married,Less than $40K,Blue,5373,0.00225216
5373,48.0,5.0,43.0,4.0,1.0,3.0,2866.0,921.0,1945.0,0.654,4615.0,72.0,0.6,0.321,Existing Customer,F,Uneducated,Married,$40K - $60K,Blue,5374,0.9999
5374,49.0,4.0,38.0,6.0,6.0,3.0,9738.0,1835.0,7903.0,0.763,4816.0,49.0,0.885,0.188,Existing Customer,M,Unknown,Married,$80K - $120K,Blue,5375,0.99972
5375,55.0,2.0,36.0,5.0,1.0,1.0,4370.0,0.0,4370.0,0.7909999999999999,4326.0,74.0,0.721,0.0,Existing Customer,M,Doctorate,Married,$60K - $80K,Blue,5376,0.99995
5376,58.0,3.0,36.0,6.0,2.0,3.0,3355.0,1878.0,1477.0,0.725,4578.0,84.0,0.953,0.56,Existing Customer,M,Unknown,Single,$80K - $120K,Blue,5377,0.9997799999999999
5377,43.0,2.0,38.0,4.0,2.0,2.0,5070.0,0.0,5070.0,0.67,4193.0,67.0,0.8109999999999999,0.0,Existing Customer,F,High School,Single,$40K - $60K,Blue,5378,0.99989
5378,35.0,2.0,36.0,4.0,2.0,0.0,2572.0,1161.0,1411.0,0.569,4315.0,85.0,0.518,0.451,Existing Customer,F,Graduate,Married,Less than $40K,Blue,5379,0.9999600000000001
5379,40.0,3.0,31.0,4.0,2.0,3.0,2016.0,978.0,1038.0,0.736,4379.0,78.0,0.95,0.485,Existing Customer,F,Graduate,Single,Less than $40K,Blue,5380,0.9998
5380,55.0,1.0,36.0,4.0,2.0,2.0,3552.0,2517.0,1035.0,0.865,2665.0,36.0,0.33299999999999996,0.7090000000000001,Attrited Customer,F,Graduate,Unknown,Less than $40K,Blue,5381,0.00927
5381,43.0,3.0,36.0,6.0,3.0,3.0,2325.0,238.0,2087.0,0.64,2306.0,47.0,0.621,0.102,Attrited Customer,F,Unknown,Single,Less than $40K,Blue,5382,0.00288892
5382,46.0,4.0,37.0,3.0,1.0,4.0,2533.0,2136.0,397.0,0.757,3197.0,50.0,1.1740000000000002,0.843,Existing Customer,F,High School,Unknown,Less than $40K,Blue,5383,0.99984
5383,48.0,3.0,36.0,5.0,3.0,2.0,3871.0,2055.0,1816.0,0.8240000000000001,5480.0,58.0,0.9329999999999999,0.531,Existing Customer,F,High School,Single,$40K - $60K,Blue,5384,0.99982
5384,32.0,0.0,20.0,5.0,1.0,5.0,3983.0,431.0,3552.0,0.887,3098.0,46.0,0.43799999999999994,0.10800000000000001,Attrited Customer,F,Graduate,Single,Less than $40K,Blue,5385,0.00424232
5385,61.0,0.0,36.0,6.0,2.0,3.0,2035.0,1883.0,152.0,0.955,4802.0,85.0,0.604,0.925,Existing Customer,F,Graduate,Married,Unknown,Blue,5386,0.99984
5386,53.0,1.0,39.0,4.0,3.0,4.0,1773.0,1539.0,234.0,0.893,4087.0,74.0,0.762,0.868,Existing Customer,F,Uneducated,Single,Less than $40K,Blue,5387,0.9995
5387,42.0,3.0,28.0,6.0,2.0,4.0,2029.0,1377.0,652.0,0.838,4014.0,86.0,0.6859999999999999,0.679,Existing Customer,F,Uneducated,Divorced,Less than $40K,Blue,5388,0.99965
5388,45.0,2.0,33.0,6.0,3.0,2.0,15490.0,0.0,15490.0,0.742,2429.0,50.0,0.47100000000000003,0.0,Attrited Customer,M,High School,Single,$120K +,Blue,5389,0.00569
5389,56.0,2.0,48.0,6.0,2.0,2.0,2941.0,1619.0,1322.0,0.9,5000.0,87.0,0.6729999999999999,0.55,Existing Customer,F,Uneducated,Single,$40K - $60K,Blue,5390,0.9998799999999999
5390,42.0,4.0,32.0,3.0,1.0,2.0,2314.0,1547.0,767.0,0.804,4678.0,74.0,1.0,0.669,Existing Customer,F,Graduate,Unknown,Less than $40K,Blue,5391,0.9999399999999999
5391,40.0,4.0,24.0,5.0,2.0,1.0,4212.0,2517.0,1695.0,0.718,2725.0,41.0,0.519,0.598,Attrited Customer,F,Uneducated,Single,Less than $40K,Blue,5392,0.013330000000000002
5392,57.0,2.0,36.0,6.0,3.0,3.0,6248.0,1493.0,4755.0,0.597,4664.0,60.0,0.579,0.239,Existing Customer,M,Graduate,Married,$80K - $120K,Blue,5393,0.9997
5393,40.0,2.0,35.0,3.0,1.0,1.0,2430.0,974.0,1456.0,0.677,4344.0,75.0,0.596,0.401,Existing Customer,M,High School,Divorced,$40K - $60K,Blue,5394,0.99997
5394,48.0,4.0,38.0,5.0,2.0,3.0,5543.0,1372.0,4171.0,0.7440000000000001,5266.0,79.0,0.795,0.248,Existing Customer,M,Unknown,Single,$80K - $120K,Blue,5395,0.9997799999999999
5395,42.0,3.0,37.0,4.0,3.0,2.0,2470.0,2013.0,457.0,0.97,4384.0,82.0,1.0,0.815,Existing Customer,F,Graduate,Married,$40K - $60K,Blue,5396,0.9998100000000001
5396,49.0,4.0,39.0,5.0,3.0,1.0,3255.0,603.0,2652.0,0.617,4045.0,62.0,0.8240000000000001,0.185,Existing Customer,F,Doctorate,Single,$40K - $60K,Blue,5397,0.99984
5397,44.0,4.0,31.0,4.0,3.0,5.0,1691.0,1327.0,364.0,0.774,2345.0,33.0,0.435,0.785,Attrited Customer,F,Unknown,Married,$40K - $60K,Blue,5398,0.0009699999999999999
5398,43.0,4.0,28.0,3.0,2.0,4.0,18229.0,0.0,18229.0,0.544,2060.0,39.0,0.625,0.0,Attrited Customer,M,Doctorate,Unknown,$60K - $80K,Blue,5399,0.00201294
5399,48.0,3.0,40.0,3.0,4.0,4.0,2827.0,1182.0,1645.0,0.902,4583.0,72.0,1.0,0.418,Existing Customer,F,Uneducated,Single,Unknown,Blue,5400,0.9993299999999999
5400,43.0,2.0,30.0,4.0,2.0,4.0,2351.0,2127.0,224.0,0.703,4278.0,71.0,0.821,0.905,Existing Customer,F,Graduate,Divorced,Less than $40K,Blue,5401,0.9996700000000001
5401,45.0,2.0,36.0,6.0,1.0,3.0,4202.0,2201.0,2001.0,0.7140000000000001,4385.0,78.0,0.66,0.524,Existing Customer,F,Graduate,Married,Less than $40K,Blue,5402,0.9999100000000001
5402,40.0,1.0,36.0,6.0,3.0,2.0,4712.0,0.0,4712.0,0.84,4216.0,82.0,0.64,0.0,Existing Customer,F,High School,Married,Less than $40K,Blue,5403,0.99984
5403,53.0,3.0,36.0,4.0,3.0,1.0,2611.0,787.0,1824.0,0.298,2955.0,56.0,0.6,0.301,Existing Customer,M,Uneducated,Single,$80K - $120K,Blue,5404,0.9998799999999999
5404,38.0,2.0,28.0,6.0,2.0,1.0,3206.0,2459.0,747.0,0.696,3852.0,65.0,0.625,0.767,Existing Customer,F,Unknown,Single,Less than $40K,Blue,5405,0.99992
5405,39.0,2.0,36.0,4.0,2.0,3.0,5245.0,802.0,4443.0,0.504,3648.0,74.0,0.574,0.153,Existing Customer,F,High School,Single,Less than $40K,Blue,5406,0.9998100000000001
5406,39.0,3.0,27.0,6.0,2.0,1.0,2583.0,0.0,2583.0,0.7809999999999999,4162.0,87.0,0.812,0.0,Existing Customer,M,High School,Married,$60K - $80K,Blue,5407,0.9999299999999999
5407,59.0,0.0,55.0,4.0,3.0,3.0,1438.3,755.0,683.3,0.62,4222.0,75.0,0.7440000000000001,0.525,Existing Customer,F,Graduate,Unknown,Unknown,Blue,5408,0.99974
5408,40.0,3.0,36.0,4.0,2.0,4.0,7464.0,2517.0,4947.0,0.9,4348.0,62.0,0.879,0.337,Existing Customer,M,Post-Graduate,Married,$120K +,Blue,5409,0.9996
5409,54.0,3.0,36.0,6.0,1.0,2.0,4928.0,1805.0,3123.0,0.6409999999999999,4767.0,90.0,0.698,0.366,Existing Customer,F,Graduate,Married,Unknown,Blue,5410,0.9999399999999999
5410,46.0,3.0,34.0,4.0,2.0,4.0,9863.0,686.0,9177.0,0.581,3068.0,58.0,0.9329999999999999,0.07,Existing Customer,F,Graduate,Divorced,Less than $40K,Blue,5411,0.99966
5411,44.0,3.0,39.0,6.0,1.0,3.0,5024.0,2209.0,2815.0,0.66,4908.0,73.0,0.659,0.44,Existing Customer,F,College,Unknown,Less than $40K,Blue,5412,0.9999100000000001
5412,44.0,3.0,38.0,4.0,1.0,3.0,1438.3,0.0,1438.3,0.8009999999999999,4287.0,80.0,0.667,0.0,Existing Customer,F,Uneducated,Single,Less than $40K,Blue,5413,0.9999
5413,44.0,4.0,36.0,6.0,3.0,3.0,1452.0,0.0,1452.0,0.5529999999999999,2287.0,42.0,0.5,0.0,Attrited Customer,F,Graduate,Married,$40K - $60K,Blue,5414,0.00314112
5414,50.0,5.0,34.0,5.0,5.0,2.0,3317.0,1041.0,2276.0,0.9229999999999999,4264.0,75.0,1.0270000000000001,0.314,Existing Customer,F,Uneducated,Married,Unknown,Blue,5415,0.99979
5415,39.0,2.0,27.0,1.0,3.0,3.0,1438.3,811.0,627.3,0.5710000000000001,2336.0,46.0,0.278,0.564,Attrited Customer,F,Graduate,Single,Less than $40K,Blue,5416,0.00329379
5416,37.0,2.0,22.0,4.0,2.0,4.0,2448.0,1740.0,708.0,0.9009999999999999,4087.0,81.0,0.841,0.711,Existing Customer,F,High School,Single,Less than $40K,Blue,5417,0.9996799999999999
5417,49.0,3.0,44.0,4.0,2.0,4.0,1546.0,0.0,1546.0,0.7929999999999999,4496.0,83.0,0.66,0.0,Existing Customer,F,Unknown,Single,Less than $40K,Blue,5418,0.9996299999999999
5418,36.0,3.0,22.0,1.0,3.0,1.0,2013.0,0.0,2013.0,0.602,2425.0,50.0,0.9229999999999999,0.0,Attrited Customer,F,Graduate,Single,$40K - $60K,Blue,5419,0.0088
5419,53.0,3.0,42.0,6.0,1.0,2.0,2293.0,1460.0,833.0,0.6579999999999999,4436.0,74.0,0.542,0.637,Existing Customer,F,Uneducated,Married,$40K - $60K,Blue,5420,0.9999399999999999
5420,52.0,3.0,40.0,3.0,1.0,1.0,1438.3,512.0,926.3,0.7759999999999999,4791.0,82.0,0.708,0.35600000000000004,Existing Customer,M,Uneducated,Single,$60K - $80K,Blue,5421,0.9999600000000001
5421,53.0,3.0,36.0,3.0,3.0,3.0,2819.0,0.0,2819.0,0.4,2128.0,39.0,0.444,0.0,Attrited Customer,F,Unknown,Married,Less than $40K,Blue,5422,0.00288892
5422,37.0,4.0,31.0,6.0,3.0,0.0,1702.0,1018.0,684.0,0.645,4301.0,86.0,0.72,0.598,Existing Customer,M,Doctorate,Single,$60K - $80K,Blue,5423,0.9999
5423,52.0,1.0,45.0,5.0,1.0,1.0,1611.0,938.0,673.0,0.601,4087.0,86.0,0.9109999999999999,0.5820000000000001,Existing Customer,F,Unknown,Married,$40K - $60K,Blue,5424,0.99997
5424,49.0,2.0,35.0,4.0,1.0,1.0,1438.3,0.0,1438.3,0.618,4348.0,79.0,0.6459999999999999,0.0,Existing Customer,F,Unknown,Married,$40K - $60K,Blue,5425,0.9999600000000001
5425,39.0,4.0,29.0,5.0,3.0,0.0,2863.0,1940.0,923.0,0.823,4985.0,90.0,0.636,0.6779999999999999,Existing Customer,F,Unknown,Single,Less than $40K,Blue,5426,0.99992
5426,39.0,1.0,36.0,4.0,1.0,4.0,3272.0,2323.0,949.0,1.123,4763.0,86.0,0.593,0.71,Existing Customer,F,Uneducated,Married,$40K - $60K,Blue,5427,0.99985
5427,42.0,2.0,36.0,6.0,1.0,4.0,2677.0,2517.0,160.0,0.609,3911.0,76.0,0.81,0.94,Existing Customer,F,Unknown,Single,Less than $40K,Blue,5428,0.9998299999999999
5428,40.0,2.0,26.0,3.0,2.0,1.0,2708.0,0.0,2708.0,0.5720000000000001,4277.0,90.0,0.636,0.0,Existing Customer,F,Uneducated,Married,Less than $40K,Blue,5429,0.9999299999999999
5429,41.0,3.0,31.0,4.0,2.0,1.0,1738.0,0.0,1738.0,0.654,4220.0,68.0,0.889,0.0,Existing Customer,F,Doctorate,Single,Less than $40K,Blue,5430,0.9999
5430,46.0,2.0,35.0,6.0,2.0,1.0,6145.0,1349.0,4796.0,0.971,4893.0,93.0,0.8240000000000001,0.22,Existing Customer,F,Uneducated,Unknown,$40K - $60K,Blue,5431,0.9999299999999999
5431,45.0,2.0,36.0,4.0,1.0,3.0,1640.0,999.0,641.0,0.8109999999999999,4597.0,77.0,0.878,0.609,Existing Customer,F,High School,Married,Less than $40K,Blue,5432,0.9999100000000001
5432,38.0,3.0,21.0,5.0,1.0,3.0,2348.0,1028.0,1320.0,0.469,5125.0,71.0,0.578,0.43799999999999994,Existing Customer,F,Graduate,Single,Unknown,Blue,5433,0.9999
5433,53.0,3.0,48.0,5.0,1.0,2.0,1657.0,0.0,1657.0,0.664,4068.0,73.0,0.622,0.0,Existing Customer,F,Unknown,Married,Less than $40K,Blue,5434,0.9999399999999999
5434,37.0,3.0,30.0,5.0,3.0,3.0,4554.0,780.0,3774.0,0.6579999999999999,4816.0,81.0,0.588,0.171,Existing Customer,F,Graduate,Married,Unknown,Blue,5435,0.99969
5435,52.0,3.0,47.0,5.0,6.0,3.0,5119.0,1972.0,3147.0,0.835,5146.0,88.0,0.956,0.385,Existing Customer,M,College,Unknown,$120K +,Blue,5436,0.99976
5436,39.0,2.0,35.0,6.0,2.0,2.0,10600.0,598.0,10002.0,0.843,4586.0,81.0,0.929,0.055999999999999994,Existing Customer,F,College,Single,Unknown,Blue,5437,0.99989
5437,49.0,3.0,39.0,2.0,3.0,4.0,20769.0,901.0,19868.0,0.371,1835.0,43.0,0.72,0.043,Attrited Customer,M,Post-Graduate,Unknown,$80K - $120K,Blue,5438,0.00158385
5438,50.0,1.0,23.0,5.0,2.0,1.0,7116.0,981.0,6135.0,0.858,4748.0,85.0,0.735,0.138,Existing Customer,M,Uneducated,Married,$120K +,Blue,5439,0.9999299999999999
5439,51.0,3.0,45.0,4.0,3.0,4.0,2420.0,2379.0,41.0,0.741,4348.0,86.0,0.955,0.983,Existing Customer,F,Graduate,Single,Unknown,Blue,5440,0.99946
5440,54.0,1.0,43.0,5.0,2.0,4.0,2082.0,805.0,1277.0,1.0490000000000002,4383.0,75.0,0.875,0.387,Existing Customer,F,High School,Single,Less than $40K,Blue,5441,0.9997
5441,44.0,4.0,34.0,5.0,2.0,2.0,2718.0,1718.0,1000.0,0.679,4423.0,68.0,0.619,0.632,Existing Customer,F,Doctorate,Unknown,Less than $40K,Blue,5442,0.9998299999999999
5442,50.0,2.0,46.0,6.0,2.0,4.0,5626.0,778.0,4848.0,1.0090000000000001,4957.0,84.0,1.0490000000000002,0.138,Existing Customer,M,High School,Single,$60K - $80K,Blue,5443,0.9996799999999999
5443,49.0,5.0,40.0,6.0,4.0,2.0,2920.0,0.0,2920.0,0.516,2306.0,39.0,0.625,0.0,Attrited Customer,F,Graduate,Divorced,$40K - $60K,Blue,5444,0.00443518
5444,59.0,0.0,46.0,5.0,4.0,2.0,6526.0,489.0,6037.0,0.6779999999999999,2331.0,45.0,0.452,0.075,Attrited Customer,M,Post-Graduate,Married,$80K - $120K,Blue,5445,0.00453431
5445,37.0,1.0,27.0,4.0,2.0,2.0,1793.0,792.0,1001.0,0.723,2374.0,40.0,0.429,0.442,Attrited Customer,F,High School,Single,$40K - $60K,Blue,5446,0.00954
5446,47.0,3.0,36.0,4.0,1.0,4.0,2798.0,1963.0,835.0,0.805,4255.0,64.0,0.561,0.7020000000000001,Existing Customer,F,Unknown,Single,Less than $40K,Blue,5447,0.99982
5447,52.0,2.0,32.0,6.0,3.0,4.0,2427.0,1581.0,846.0,0.6940000000000001,3857.0,69.0,0.816,0.6509999999999999,Existing Customer,F,High School,Divorced,Less than $40K,Blue,5448,0.9995
5448,55.0,2.0,48.0,4.0,1.0,1.0,3011.0,2138.0,873.0,0.565,4439.0,75.0,0.875,0.71,Existing Customer,F,Uneducated,Married,$40K - $60K,Blue,5449,0.99997
5449,41.0,3.0,35.0,6.0,2.0,4.0,2255.0,1769.0,486.0,0.767,4717.0,83.0,0.804,0.784,Existing Customer,F,College,Married,Unknown,Blue,5450,0.9996700000000001
5450,40.0,2.0,30.0,6.0,3.0,4.0,6479.0,0.0,6479.0,0.946,2539.0,42.0,0.5,0.0,Attrited Customer,F,High School,Single,Unknown,Blue,5451,0.00198853
5451,41.0,4.0,37.0,5.0,1.0,4.0,7492.0,1399.0,6093.0,0.5329999999999999,3668.0,67.0,0.675,0.187,Existing Customer,F,Graduate,Divorced,Less than $40K,Blue,5452,0.9998299999999999
